Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
22,Male,115.8,1.76,174.21665619506814,136.6022025323383,59.12297619392399,1.2,928.0,Yoga,27.5,2.6,3,2,43.28
24,Male,79.0,1.87,187.66114302392103,118.47200060117152,57.87996993151485,0.65,449.0,Strength,23.7,2.2,3,1,19.72
33,Male,96.2,1.86,196.7529256147249,133.9356575695389,51.331230501733025,1.37,1067.0,HIIT,25.4,3.5,3,2,24.21
56,Female,67.4,1.6,167.47358750787143,126.74025200232275,50.39477962112662,1.15,596.0,HIIT,26.2,2.0,3,2,23.97
39,Female,68.6,1.63,175.3019258768937,126.3408006987646,64.40104421489198,0.91,552.0,Yoga,29.5,1.9,3,1,29.6
51,Female,56.6,1.64,196.02652511986875,123.74503149376532,49.60299210546639,1.85,996.0,Yoga,19.6,2.7,5,3,24.33
54,Male,84.1,1.63,187.90541631525505,127.47315117877591,60.29970037453309,1.83,1115.0,Strength,11.7,3.5,5,3,31.89
26,Male,58.5,1.79,164.0224125250142,150.9616942740771,75.37715989490948,1.45,1173.0,Yoga,25.9,3.2,2,1,19.61
58,Male,107.1,1.7,192.49509951585935,120.72505974023612,48.819480697560124,1.04,706.0,Yoga,26.7,2.7,3,2,36.3
54,Female,56.1,1.77,188.31326426889478,139.1840931316887,56.478636440311575,1.52,994.0,Strength,16.5,2.7,5,3,17.77
22,Female,50.4,1.57,168.13940964952545,147.9504950417838,66.1982766995458,1.09,819.0,Cardio,33.3,2.7,3,1,21.17
58,Male,94.3,1.69,185.34075476909553,153.2906825455362,54.534687587620574,1.44,1008.0,Strength,28.4,2.3,2,1,35.49
21,Female,57.9,1.62,167.66078717804106,161.73966369006132,50.56092451081125,1.36,1064.0,Strength,32.2,1.7,4,2,22.25
55,Male,55.0,1.81,164.65219151757532,142.65241827160673,58.00757325874308,1.33,889.0,Cardio,27.4,3.4,4,2,18.08
39,Male,60.8,1.97,176.5424504353597,152.90293117296335,52.832805511602245,1.38,1105.0,Cardio,23.8,2.8,3,1,16.01
48,Female,55.6,1.56,180.67439378852026,161.5779760793176,73.20082763503805,1.25,954.0,HIIT,34.6,2.5,3,1,22.29
57,Female,69.3,1.79,169.97451737570827,132.57732618838406,59.24432872785522,0.62,353.0,Cardio,25.1,1.9,2,1,21.76
39,Male,70.7,1.89,196.30948495140612,151.30506480739743,50.35060713769049,0.57,458.0,Cardio,22.9,2.2,2,1,20.72
34,Female,62.6,1.67,187.9227458618557,164.81447670348368,65.81403213121922,0.95,778.0,Cardio,35.1,1.5,4,2,25.14
18,Male,72.8,1.58,169.01296149824003,170.86395260687817,73.20521364605783,1.31,1257.0,Strength,24.2,2.5,2,1,26.71
51,Female,67.1,1.71,171.07852572541256,171.57484334295975,70.81436569248035,1.07,767.0,Yoga,31.4,2.5,3,2,20.63
29,Male,125.3,1.98,192.0928239839052,128.28010548606332,50.59046972530014,1.05,707.0,Strength,30.1,2.6,4,2,32.74
25,Female,61.1,1.48,193.44572438659245,167.22511621520013,56.00031061774516,1.58,1315.0,Cardio,19.4,2.7,5,3,25.69
39,Female,56.6,1.64,192.7556786099319,161.86699293021618,51.00160772346236,1.16,925.0,HIIT,33.3,2.4,4,2,20.54
23,Female,66.3,1.63,184.52946916543561,149.43304577889802,57.14967301726405,1.38,1030.0,Cardio,30.1,2.6,3,2,23.92
30,Male,63.4,1.95,172.34738381929478,121.03696245157248,68.76195777805162,1.18,794.0,HIIT,25.5,3.4,2,1,16.7
23,Male,64.0,1.85,166.38648915305015,136.05301416821757,63.13035449415365,0.52,394.0,Strength,22.3,2.3,3,1,17.95
21,Male,98.2,1.91,170.89146841160198,136.26024227184587,71.88343663687434,0.99,683.0,Yoga,27.8,3.2,3,1,28.02
47,Male,81.5,1.62,205.20039738417663,157.12901496956314,75.76488720460247,1.83,1409.0,HIIT,11.0,3.3,4,3,29.82
21,Male,122.3,1.86,197.75894199928985,163.4613762215596,53.418548095569825,1.38,1161.0,Yoga,26.6,3.4,3,2,37.33
53,Female,74.0,1.57,174.0854984815492,153.3383593881503,52.813501080663585,1.43,1004.0,Yoga,35.9,2.5,4,2,28.36
56,Female,46.9,1.68,195.9330825302278,153.72609473433437,71.42414272543041,1.24,885.0,Strength,31.8,1.9,2,1,15.36
41,Female,65.0,1.5,162.9778304789828,125.73772805698499,53.35124670137716,1.04,560.0,HIIT,26.6,2.4,4,2,25.72
23,Female,48.5,1.66,192.98610186491445,153.84847943639966,51.63624783547039,0.77,575.0,Strength,32.8,1.5,3,1,17.71
23,Female,50.0,1.62,201.2654329010803,139.5283191114107,67.65589208853035,1.21,863.0,Strength,28.2,1.8,3,2,20.49
36,Male,111.4,1.66,157.96850083756576,134.3763660015052,60.27855554080215,1.0,728.0,Cardio,25.9,3.3,4,2,42.8
58,Male,130.1,1.83,188.4283070851824,132.00855823340729,64.60158037850577,0.96,616.0,Yoga,23.5,2.2,3,2,36.56
50,Male,86.8,1.87,196.46978389793466,136.56060173348462,66.3000294235631,1.78,1159.0,Strength,9.8,3.5,5,3,27.39
21,Female,69.1,1.8,206.18588413180146,152.63321104915795,66.88884032860828,1.23,988.0,HIIT,36.2,2.4,3,2,24.41
41,Male,52.3,1.81,154.9732953001006,163.32933037216574,73.71260797953697,0.92,804.0,Strength,21.2,3.0,3,1,15.7
42,Male,48.0,1.64,169.15614923046687,151.62984350601852,64.66592396633976,0.64,476.0,Strength,27.7,2.4,3,1,19.58
41,Female,67.0,1.77,170.70374193726352,164.4936183524362,57.38955442775629,1.44,1048.0,HIIT,33.0,1.8,4,2,21.41
47,Female,62.6,1.7,167.2197770989785,134.33096038377235,65.57929128756778,1.71,1025.0,Cardio,16.8,2.8,4,3,21.3
42,Male,62.4,1.78,167.12258288295806,134.83804741133596,54.431508113129496,1.19,790.0,Strength,22.7,2.9,3,2,23.0
21,Female,51.7,1.46,169.39091190292856,149.65199241867708,67.82804234946346,1.06,831.0,Cardio,31.5,2.7,3,1,21.77
45,Male,43.4,1.86,184.09740273572686,155.00263004103584,58.51081114938474,1.47,1135.0,Cardio,28.8,3.5,3,2,15.0
40,Male,59.2,1.83,166.47059716133882,147.6094928117613,57.17601797641495,1.36,1100.0,Strength,30.2,2.4,4,2,18.31
37,Female,70.9,1.72,170.67128128117918,134.6418917392903,65.22986108407423,0.53,360.0,Cardio,28.6,1.7,2,1,24.67
26,Male,58.1,1.66,178.12896408521837,130.54382407468856,56.53808693700238,1.1,808.0,Yoga,22.5,2.9,3,1,20.69
32,Female,55.9,1.69,191.37734359486635,137.1430676686713,70.19338248897044,0.59,406.0,Strength,28.7,2.4,3,1,20.01
48,Female,56.8,1.63,182.85988163492348,116.16981715337306,66.02166439760171,1.88,977.0,Strength,19.3,2.6,4,3,23.99
51,Male,122.7,1.95,164.7324652954181,143.09779865083738,73.0377084440331,0.51,355.0,Strength,27.0,3.0,2,1,34.52
39,Female,56.0,1.63,192.16489038337147,148.38151247957057,57.49753910078289,1.86,1456.0,Yoga,18.8,2.6,5,3,19.54
47,Male,70.6,1.6,176.75344494167618,124.35915653791888,65.24536142116501,1.4,794.0,Cardio,21.4,3.6,4,2,28.67
35,Male,119.6,1.74,178.74866876206775,135.53567548633086,72.19286393149589,1.31,940.0,Cardio,19.8,2.2,4,2,43.64
49,Male,92.6,1.98,158.34363157825393,128.77716412868114,54.837215419753356,1.79,1105.0,Cardio,14.6,3.3,4,3,22.9
53,Male,112.0,1.68,196.1621543089891,146.3816870773299,49.74644090406368,0.54,394.0,Cardio,27.3,2.5,2,1,42.46
40,Male,78.7,1.87,173.79131016473303,131.1539494723421,70.1719061140148,1.09,839.0,Yoga,22.6,3.6,4,2,19.89
56,Male,109.7,1.6,182.34902004754457,171.8343884432571,68.74385845444866,1.34,1091.0,Cardio,20.6,3.2,3,2,40.15
18,Male,96.9,1.75,185.60405590068706,162.5304967273622,49.681955445579845,1.48,1262.0,Yoga,22.3,3.1,2,1,29.92
20,Female,54.2,1.71,173.1420518792978,134.8243664378027,70.70403113140017,0.53,395.0,HIIT,32.9,2.0,2,1,17.55
33,Male,84.0,1.63,176.1369838839743,145.43088522856212,59.64118065265735,1.98,1590.0,HIIT,13.9,3.5,5,3,32.49
30,Male,83.6,1.68,195.695233730732,123.78357936220547,60.40081889991247,1.44,966.0,Strength,25.8,2.1,3,1,27.12
20,Female,49.8,1.59,190.24039561478213,160.6064272417685,65.67298325912667,0.48,402.0,Yoga,30.8,1.6,2,1,19.68
19,Female,50.8,1.71,200.544701770225,158.48351667770712,60.208383658418896,1.47,1204.0,Cardio,25.3,2.5,4,2,16.57
55,Male,82.5,1.83,170.55724495793388,116.5665484931668,52.27465022239324,1.21,735.0,Cardio,23.5,2.3,3,2,26.27
36,Male,84.8,1.66,169.04995854753278,153.9484146196058,48.996395922356655,1.74,1375.0,Cardio,11.4,3.6,5,3,27.62
42,Female,43.4,1.73,186.7298677173567,163.48964020473113,56.15878380213522,1.19,886.0,Cardio,30.4,1.5,3,1,13.88
21,Male,56.6,1.53,168.6660167159454,175.5124466439285,70.02604041530469,1.14,1001.0,Yoga,24.9,3.1,4,2,21.78
56,Male,54.5,1.9,174.66801955439905,140.372557904515,61.00947659072678,0.71,445.0,Strength,29.5,3.2,3,1,14.74
22,Male,113.4,1.7,171.96270304836432,124.81745072288724,68.11799591560325,0.97,701.0,Strength,26.7,3.2,4,2,35.6
36,Male,87.7,1.93,171.6325209210232,117.61216064310207,49.43275473808871,1.87,1275.0,HIIT,11.2,3.7,5,3,21.47
54,Male,70.4,1.64,186.52164734602758,140.3887937482935,57.92062277101894,0.67,456.0,Yoga,25.2,2.1,2,1,23.41
47,Male,83.4,2.02,184.83238498795293,159.52225358894913,73.22766053163915,2.03,1557.0,Strength,10.3,3.5,4,3,22.67
27,Male,87.7,1.76,192.20663810134508,153.32939884766162,71.16604534646979,1.89,1760.0,Strength,13.1,3.5,5,3,29.47
28,Male,117.8,1.88,181.28753423867775,126.29581459193207,53.54997585401543,1.03,692.0,Strength,30.1,2.6,4,2,31.14
29,Female,71.8,1.73,175.72352325618525,166.92286002660302,60.1661408875671,1.06,882.0,Cardio,29.7,1.8,4,2,22.69
24,Male,78.1,1.88,188.29749156189254,124.56263627609458,61.43849257079207,0.67,459.0,Strength,22.8,2.3,3,1,19.21
36,Female,67.2,1.51,171.60487652668243,131.29392896744147,60.25671050242245,1.42,871.0,HIIT,27.9,2.1,2,1,30.1
20,Male,130.1,1.86,197.50395988563324,149.11966594215275,65.4270382974978,1.3,1040.0,Cardio,21.4,3.3,3,2,39.22
50,Male,67.6,1.62,182.1508758846266,119.97894076752905,71.50735302782115,1.29,821.0,HIIT,26.6,2.2,4,2,25.97
59,Male,108.6,1.65,187.08243015295332,166.44717178347815,58.05462583216592,1.19,1008.0,Cardio,23.1,2.6,3,2,42.75
22,Male,63.8,1.75,163.26012146749477,135.88940895886932,66.67742460959842,0.52,375.0,Strength,21.6,2.3,3,1,18.5
25,Male,52.4,1.77,154.71978677845124,164.00751903323956,52.25668774593997,0.83,734.0,Yoga,22.8,3.7,3,1,18.39
55,Female,46.5,1.75,169.56633334415696,127.42511699338996,58.220292308081135,1.47,809.0,Strength,25.1,1.8,3,2,14.87
17,Female,57.4,1.63,177.17587025684017,151.2503308393146,74.51579498877769,1.25,1021.0,Strength,33.1,2.2,4,2,19.15
47,Female,64.1,1.58,192.25015235451,132.34828597760801,57.648584330609275,1.75,1024.0,Yoga,15.3,2.7,4,3,27.03
25,Male,125.0,1.9,171.92887817213654,125.67837443485386,53.54149037469747,1.07,653.0,Cardio,21.5,2.4,3,2,36.99
44,Female,65.2,1.82,182.35404396648053,151.32590535740312,64.45315294464763,1.47,1082.0,Cardio,31.3,2.2,3,1,19.56
26,Male,52.7,1.97,176.04374160458158,133.11077575815196,52.18071561473743,0.72,524.0,HIIT,25.3,2.4,2,1,12.68
51,Male,66.5,1.65,184.40231192775326,125.12963658252049,73.49820262004799,1.38,776.0,HIIT,26.9,2.0,4,2,26.7
54,Male,105.5,2.06,194.01255448437323,131.24538031991415,64.78870103139919,0.93,617.0,Cardio,24.5,2.0,2,1,26.26
58,Male,121.5,1.86,199.27890238388872,123.62661438216523,66.83493864159591,0.65,394.0,HIIT,21.9,3.1,2,1,32.87
38,Female,76.2,1.68,197.83594961443404,122.76656231582251,50.01893947995492,1.19,717.0,Strength,27.3,2.0,3,2,24.22
34,Female,57.2,1.55,177.21662294907716,124.90456671102143,51.1576016719489,1.91,1147.0,Strength,17.5,2.7,5,3,25.27
49,Female,80.4,1.65,169.97505047057038,169.1129593961365,69.79991774229045,0.96,714.0,Cardio,32.2,2.1,2,1,32.36
58,Male,70.9,1.76,179.9098779005816,168.42326125804703,57.58577993311571,1.22,953.0,Strength,19.7,2.1,4,2,21.1
45,Male,108.2,1.89,165.34616611767672,134.48979615369853,60.73113251132065,1.4,958.0,Yoga,31.2,3.0,4,2,33.64
54,Female,50.0,1.73,201.39526966734658,166.1772004757435,74.92883098852487,1.3,951.0,Strength,31.2,2.0,2,1,16.67
44,Female,43.0,1.64,160.38987708888195,149.68905328241678,57.14138691629716,1.39,856.0,Cardio,36.1,2.4,3,2,15.27
27,Female,56.1,1.48,170.38312005249506,142.0650148304578,55.488598744823015,1.09,828.0,Strength,25.9,1.7,3,1,23.11
50,Female,66.8,1.57,184.04188868777152,126.3867488731217,62.51416846672449,1.09,638.0,HIIT,28.6,1.9,4,2,26.76
38,Male,111.0,1.81,168.60824236054648,157.95903927414366,56.15728886614534,0.75,628.0,Strength,27.9,3.6,2,1,29.72
52,Male,51.9,1.78,185.77107472575344,119.56648203948883,53.901720357835295,1.34,806.0,Strength,28.0,3.2,4,2,16.06
35,Male,102.7,1.9,192.38607640983452,151.46492899987837,72.8615304990071,1.39,1038.0,Yoga,20.0,2.5,3,1,26.29
19,Male,67.9,1.57,178.36831371318905,162.34925167701414,68.55940332659338,1.34,1233.0,Strength,23.8,2.4,2,1,26.26
51,Male,72.3,1.87,156.0914455539246,144.89717338521973,67.59360023286351,1.1,839.0,Yoga,25.6,2.3,3,2,20.71
36,Male,104.5,1.7,156.87134484480407,165.8449921938128,61.6711640141345,1.07,1002.0,Cardio,28.0,3.1,2,1,37.14
29,Female,72.7,1.61,174.82969476614502,129.8277840256864,50.42861385024175,1.5,956.0,Cardio,29.0,2.0,3,2,27.14
59,Female,70.8,1.54,196.09578461824933,146.45007720429535,52.32291733060896,1.47,918.0,Strength,31.6,2.0,2,1,27.34
45,Female,61.8,1.5,183.65536030257994,131.26730253557074,53.427101069499784,1.57,996.0,Yoga,18.8,2.8,5,3,25.22
20,Male,82.4,1.95,187.36974626867863,132.6653300621556,55.16221426856312,1.75,1335.0,Yoga,11.8,3.6,4,3,22.73
49,Female,60.2,1.63,167.85080894272724,145.54959677529033,75.81839305581072,1.35,928.0,HIIT,31.6,1.8,3,2,21.63
59,Male,125.1,1.55,157.48741916048155,129.07379864009096,76.21650973410321,0.97,612.0,Yoga,21.2,2.2,2,1,48.06
39,Male,84.0,1.83,196.3278513480907,137.13069503006471,55.64793737270254,1.91,1499.0,Strength,11.0,3.5,5,3,24.68
47,Male,47.2,1.85,177.24107150571666,166.10384775949524,56.19726393380414,1.55,1211.0,Cardio,27.8,3.5,3,2,13.65
48,Male,120.6,1.86,171.32790618465472,146.5437036126569,54.6520254996453,1.42,917.0,Cardio,22.1,3.6,3,1,34.11
54,Female,78.7,1.67,183.1586664346873,163.5968070218527,53.43351853978163,1.4,1030.0,HIIT,25.4,2.3,2,1,27.47
58,Male,111.3,1.68,192.34258678894113,160.18153819711375,60.40855991484306,1.25,1012.0,Cardio,23.2,2.6,3,2,41.49
53,Female,65.6,1.66,163.91504643308667,124.63114632131438,62.46028935077309,0.85,511.0,HIIT,30.7,2.2,3,1,25.4
40,Male,102.2,1.61,161.45544731150764,165.82990414197727,77.67635467845997,1.35,1118.0,HIIT,20.1,3.5,4,2,37.83
34,Male,61.2,1.69,202.54165031215175,149.35800443008418,71.0420589324845,0.99,804.0,HIIT,30.8,2.7,4,2,20.27
32,Female,71.3,1.67,171.71317328417766,122.06104725266327,51.6189872632879,1.16,673.0,Cardio,33.0,2.2,4,2,24.37
19,Female,68.4,1.65,165.86175456322547,170.7348992258972,49.895370896970604,1.34,1089.0,Strength,32.2,2.3,3,2,24.11
30,Female,64.0,1.73,186.46150413170145,156.92610223073652,67.02896718638611,1.77,1348.0,Yoga,18.1,2.8,4,3,19.72
33,Male,101.8,1.6,182.0669142779636,149.0728394773042,71.1978916875043,1.38,1218.0,Strength,28.4,3.1,4,2,42.08
27,Female,70.6,1.52,189.77019328273425,132.11037904016203,50.34448352680207,1.53,1009.0,Cardio,28.2,2.0,3,2,28.23
38,Female,57.4,1.56,186.31885410692666,131.55354694016273,54.125808378108864,1.7,1063.0,HIIT,15.8,2.6,5,3,24.12
50,Male,46.7,1.78,198.85856217172594,132.0281837108523,70.04249300281911,0.91,575.0,Cardio,28.1,3.2,2,1,14.84
50,Male,73.0,1.89,170.0907060114947,116.56699965432244,54.501718679268244,1.42,886.0,Yoga,21.5,2.9,3,2,19.81
42,Female,56.4,1.5,168.09276980973368,170.33655753212759,68.05428064520392,1.41,1137.0,Strength,32.0,2.0,4,2,22.51
31,Female,69.3,1.66,181.6419916897787,137.15048258705502,71.22298947291434,1.07,712.0,Yoga,31.3,1.6,4,2,23.13
56,Male,51.7,1.76,174.10636000991977,165.31466397689263,53.39234410899178,1.13,952.0,HIIT,31.0,3.0,3,1,16.19
49,Male,82.1,1.82,190.87766572567452,165.16781001433225,52.37066029796192,1.28,999.0,HIIT,24.4,2.3,4,2,22.94
54,Male,66.1,1.53,176.95886098833844,115.57719131598357,69.18131176104349,1.41,818.0,HIIT,27.9,2.2,4,2,26.5
36,Male,118.3,1.91,192.11025326959611,138.30673262386037,56.22758121202745,1.49,1040.0,Cardio,20.7,3.3,3,2,32.36
40,Male,90.7,1.66,176.14041441698902,136.66423683546157,47.92604076946738,1.11,766.0,Cardio,22.3,3.0,4,2,35.81
48,Male,88.4,1.59,181.48670785580308,127.84210168535103,58.98327795365346,1.81,1123.0,HIIT,14.7,3.5,5,3,33.65
56,Male,88.5,1.76,182.47826135148415,162.91473561706448,60.25963251310544,1.01,770.0,Yoga,26.8,2.8,3,2,27.63
50,Male,82.6,1.92,199.86238234391146,143.73043620320382,69.29249945313761,1.27,889.0,Strength,29.1,3.6,4,2,23.46
43,Female,71.8,1.55,186.49070121605465,151.97599156601945,69.23744175759215,1.31,937.0,Yoga,27.7,2.3,3,1,27.66
23,Female,41.0,1.7,178.4224024616551,144.47253649647666,56.02133217282489,0.81,599.0,Strength,30.5,2.3,3,1,13.39
43,Male,116.1,1.66,195.51558707928066,140.08709160420327,56.6706878324722,0.85,609.0,HIIT,21.1,3.0,2,1,41.93
45,Female,68.3,1.73,204.55325942409954,128.64970141707425,65.12167487505738,0.74,456.0,HIIT,34.2,2.5,3,1,23.25
47,Male,58.3,1.82,191.09713765964275,134.58975793603167,64.81006487162172,1.23,855.0,Cardio,24.6,3.0,4,2,17.82
38,Female,57.3,1.55,177.92487129749773,147.66612603975167,67.18910097664653,0.89,665.0,Yoga,33.9,1.9,2,1,22.86
27,Male,60.7,1.99,201.39100081505225,128.590681444485,62.58241692736154,1.26,951.0,Strength,27.2,3.0,4,2,15.06
46,Female,63.8,1.85,158.15231167743235,153.64807450517566,55.646804343847,1.6,1059.0,HIIT,15.4,2.6,5,3,20.47
41,Male,75.5,1.87,173.13872097508855,141.4915125248877,50.11066168531551,1.22,877.0,Cardio,28.1,3.2,2,1,22.24
56,Female,77.3,1.67,188.74743943459225,144.42782018961657,71.93596948627474,1.05,688.0,Yoga,33.7,2.5,4,2,30.38
52,Male,82.1,1.81,187.6016612827869,155.0470758530729,48.57328469816543,1.14,924.0,Cardio,22.7,3.2,2,1,24.61
41,Female,54.2,1.77,191.7076894469217,156.34203794821786,59.08792757752429,1.85,1350.0,Yoga,18.5,2.8,5,3,18.33
50,Female,72.4,1.61,204.0276223420661,150.84029452120723,65.06271394348951,1.17,834.0,Strength,32.7,2.1,3,2,28.57
43,Male,62.7,1.72,191.4745002622631,136.56628881728892,61.5999910700314,1.34,911.0,HIIT,24.9,3.4,3,2,19.86
30,Male,65.7,1.87,173.89211287462976,125.86143699821392,70.96820049830325,1.09,779.0,HIIT,26.0,3.4,2,1,16.87
61,Female,42.5,1.67,171.44615560568732,131.84846176208842,59.15339589554894,1.19,738.0,Strength,33.1,2.2,2,1,15.36
23,Female,77.5,1.5,166.96726914386645,169.65720493185393,71.76638785053387,1.43,1242.0,Strength,30.2,2.3,3,2,33.09
50,Male,85.8,1.9,161.79061851887826,167.1592823007387,61.36255886305798,1.93,1535.0,Strength,14.6,3.5,4,3,24.55
38,Male,57.7,1.93,196.9423938882194,141.61048197991954,75.9582201703655,1.47,1077.0,Cardio,23.4,2.5,3,2,14.86
31,Male,85.0,1.68,177.4940956038977,122.75071513636284,72.01126244824425,1.69,1142.0,Cardio,13.6,3.5,4,3,30.48
30,Male,125.6,1.71,194.21367599921464,167.68953910601036,67.2741278830844,0.79,747.0,Yoga,26.9,3.5,2,1,38.15
20,Male,87.2,1.99,171.58600240653342,138.02731592964054,60.73380647244229,1.81,1349.0,Cardio,10.8,3.4,5,3,24.26
45,Female,49.1,1.66,176.11681792077303,147.26351647430909,61.51468523083739,1.46,1017.0,HIIT,26.8,1.8,3,2,17.79
62,Male,89.5,1.66,182.94042533471318,148.1057831725211,68.1396951841219,2.02,1483.0,Cardio,14.6,3.4,5,3,30.92
48,Female,41.6,1.51,167.60717396975,169.8771951377219,69.27657993608895,0.98,754.0,Yoga,27.5,2.1,4,2,16.47
32,Female,55.8,1.61,182.13140551404513,137.86200969571794,73.16873310844021,0.59,396.0,Strength,28.9,2.3,3,1,19.73
55,Male,132.1,1.58,153.449340008287,132.27654794934057,69.73498730142181,0.98,619.0,Yoga,20.2,2.0,2,1,48.38
41,Male,79.6,1.98,178.8835745957016,142.1897812514202,65.04122128115975,1.17,877.0,Yoga,22.1,3.6,4,2,19.85
37,Female,55.5,1.55,183.24285345731303,148.6911721218946,51.53363760459362,1.2,828.0,Yoga,29.8,2.0,4,2,21.79
49,Male,81.1,1.71,185.67219132754178,126.54964704796862,70.98914732316493,1.52,955.0,Yoga,30.4,3.2,3,1,27.62
29,Male,87.4,1.56,170.76979655886507,118.91338922024143,52.46039269157994,1.49,1068.0,Strength,13.6,3.5,4,3,33.39
28,Female,78.3,1.6,193.68886129356005,156.57408772231847,61.38657556380021,1.09,862.0,Strength,31.8,1.8,3,2,29.23
18,Male,85.7,1.97,186.41633177686555,150.28425201378772,67.2678000742493,1.88,1484.0,HIIT,13.9,3.6,4,3,22.09
42,Male,71.7,1.55,163.58097173534279,136.47107255970715,51.65149719588972,1.03,687.0,Strength,25.9,3.4,4,2,28.42
49,Male,63.4,1.84,164.63756548347112,126.64977216280741,59.46694969701459,1.22,787.0,Yoga,29.5,2.4,4,2,19.48
35,Male,96.9,1.63,162.1100860624226,156.6924410440367,60.55402140659139,1.06,938.0,Cardio,27.6,3.0,2,1,38.26
28,Female,64.9,1.54,174.0217249834358,133.3813490103385,60.099547087357585,1.06,728.0,Strength,35.4,1.8,3,2,24.17
29,Male,91.0,1.84,189.35351482463955,121.47108375118913,58.43237030445935,1.19,822.0,Yoga,28.9,3.6,3,2,26.85
39,Male,84.8,1.82,159.39293213666804,136.86392773852742,55.412342467330724,0.88,634.0,Yoga,26.1,2.7,2,1,27.68
34,Female,66.9,1.87,174.1350603623458,145.4174154465244,62.522687418347516,1.35,956.0,Yoga,28.9,1.9,4,2,21.02
60,Male,92.2,1.7,188.99282839496877,125.5363202195151,57.34139808181256,1.45,918.0,Strength,24.6,3.6,3,2,35.68
17,Female,55.2,1.62,177.34597907560772,152.51625479676005,71.81526606614558,1.33,1039.0,Strength,33.3,2.2,4,2,19.92
41,Male,85.7,1.68,174.56166365154195,125.51011270514965,54.94901057135851,1.69,1155.0,HIIT,11.8,3.4,4,3,26.56
39,Female,57.1,1.79,183.43214343706487,146.3698152190395,59.4563239059899,1.95,1484.0,Yoga,19.0,2.7,5,3,19.52
61,Male,120.9,1.75,175.7055859943041,155.09638672384773,68.86010084428862,1.29,908.0,Strength,28.9,2.8,3,1,43.73
51,Female,66.1,1.51,178.30931156049414,164.2838360401582,67.54654055459582,1.42,1041.0,Strength,35.7,1.8,3,2,25.44
35,Male,74.1,1.99,184.40187561391883,144.90547182003644,74.87937446174313,1.22,877.0,Strength,28.7,2.4,4,2,19.77
21,Male,107.4,1.95,163.89017621061186,144.67326565081854,53.83925600317657,1.1,904.0,HIIT,19.4,3.5,3,2,30.78
30,Female,57.7,1.59,173.97372653362865,155.08080784333777,69.41389112175922,0.84,673.0,Strength,26.7,1.9,2,1,22.15
36,Female,72.9,1.51,156.65817808919698,150.14048408018206,69.08628879098171,1.14,863.0,Yoga,25.7,2.1,4,2,29.21
30,Male,107.3,1.58,199.83369294253131,142.8131156435675,61.07944923273971,1.05,842.0,Cardio,29.7,2.7,3,2,41.07
40,Male,64.9,1.69,199.86033223302348,126.625765177723,52.942173335005066,0.92,671.0,Cardio,27.7,3.1,3,1,22.53
38,Male,121.6,1.73,177.35265871485197,139.66880747259205,72.78670283237099,1.33,954.0,Cardio,20.3,2.0,4,2,41.43
55,Male,61.2,1.61,178.38631562828462,154.50264196368593,57.11429379249691,1.18,918.0,HIIT,25.9,2.9,2,1,20.29
53,Male,119.2,1.83,188.24066879904328,126.92346803463163,62.53733067321121,0.96,654.0,Yoga,23.0,2.1,3,2,35.65
26,Female,44.0,1.59,192.67573888649736,130.25595715373703,58.35444875901338,1.1,710.0,Cardio,34.8,1.9,3,1,16.82
47,Male,71.0,1.8,154.25069109746278,169.18154293244783,57.60393599192268,1.51,1215.0,HIIT,31.1,2.4,3,2,22.62
32,Female,70.2,1.61,164.8354953013818,121.19416572376835,51.495643963477264,1.13,672.0,Cardio,34.5,2.3,4,2,25.02
44,Female,41.7,1.81,163.4175450476621,132.3912037739237,70.68713760178136,1.07,637.0,Strength,33.5,1.6,3,1,14.3
23,Female,63.8,1.68,183.81244776146832,151.045196788949,59.20997395030976,1.34,1046.0,Cardio,30.1,2.5,3,2,24.89
51,Female,78.9,1.52,186.7316449637209,137.47624717948625,53.29278233877147,0.78,463.0,Strength,32.1,2.6,3,1,33.46
42,Male,84.3,1.63,174.99907841328536,139.63743636294035,76.79308814338214,1.9,1349.0,HIIT,11.5,3.7,5,3,30.74
39,Female,72.9,1.75,193.21023174219877,147.87669986994817,62.91485483433438,1.04,751.0,Cardio,26.7,2.4,3,2,23.79
45,Female,40.4,1.65,164.61759446561354,143.1825302474337,56.13129345189186,1.39,856.0,Cardio,33.3,2.2,3,2,14.8
31,Female,64.2,1.57,174.12770714455985,128.55279351797532,53.56264679337182,1.89,1248.0,HIIT,17.2,2.7,5,3,25.39
34,Male,93.7,1.73,190.7337004110985,140.91365116360663,69.9065842257441,1.33,1065.0,Strength,23.5,2.8,3,2,33.87
30,Female,78.0,1.79,198.02342519375415,135.9357997658503,54.0800094042134,1.31,853.0,Cardio,26.4,1.8,4,2,25.22
46,Male,99.2,1.76,199.66080680530175,126.91222790913443,53.24835455267126,1.22,827.0,Cardio,26.4,3.5,4,2,30.63
50,Male,105.2,1.71,201.73823697921594,158.84791505342514,60.278309032429156,1.21,940.0,Cardio,29.8,3.2,3,2,37.96
41,Female,61.4,1.6,178.79023308180686,149.53427488107343,63.84006858766296,1.2,939.0,Strength,35.7,2.5,2,1,25.01
